Title,Chemical_Name,MW,clogP,TPSA,Acceptor,Donor,RotBonds
F6212-0243,"N-(5-chloro-2-hydroxyphenyl)-5H,6H,7H-pyrazolo[3,2-b][1,3]oxazine-3-carboxamide",293.71,1.71,76.38,4,2,2
F5860-4145,"methyl 3-[2-(2,5-dioxopyrrolidin-1-yl)acetamido]adamantane-1-carboxylate",348.39,1.11,92.78,5,1,5
F6211-0243,"N-(5-chloro-2-hydroxyphenyl)-5H,6H,7H-pyrazolo[3,2-b][1,3]oxazine-2-carboxamide",293.71,1.71,76.38,4,2,2
F5857-4208,"2-(2,5-dioxopyrrolidin-1-yl)-N-(2-hydroxy-2-methyl-4-phenylbutyl)acetamide",318.37,1.08,86.71,4,2,7
F0327-0304,"4-(2,5-dioxopyrrolidin-1-yl)-N-(6-methyl-4,5,6,7-tetrahydro-1,3-benzothiazol-2-yl)benzamide",369.44,2.12,107.61,4,1,3
F6374-1736,"1-[2-(4-{[(4-methoxyphenyl)sulfanyl]methyl}piperidin-1-yl)-2-oxoethyl]pyrrolidine-2,5-dione",376.47,2.05,92.22,4,0,7
F3298-0060,"3-(2,5-dioxopyrrolidin-1-yl)-N-[3-(trifluoromethyl)phenyl]propanamide",314.26,2.11,66.48,3,1,4
F3325-0016,"1-[(4-methylphenyl)methyl]-3-(piperidin-1-yl)pyrrolidine-2,5-dione",286.37,3.65,40.62,2,1,3
F3023-0921,"3-[4-(4-fluorophenyl)piperazin-1-yl]-1-(2-methoxyethyl)pyrrolidine-2,5-dione",335.37,2.92,53.09,4,2,5
F6473-3989,"1-[1-(quinoline-8-sulfonyl)azetidin-3-yl]pyrrolidine-2,5-dione",345.37,0.77,96.03,5,1,3
F3393-0524,"3-(3-phenyl-1,2,4-oxadiazol-5-yl)propanoic acid",218.21,1.12,76.22,5,0,4
F3157-0003,3-(4-methoxyphenyl)propanoic acid,180.2,1.82,46.53,3,0,4
F0347-2366,2-[(2-fluorophenyl)formamido]acetic acid,197.16,0.59,66.4,3,1,3
F2119-0005,3-(3-hydroxyphenyl)propanoic acid,166.17,1.24,57.53,3,1,3
F2182-0140,2-[(4-methylphenyl)sulfanyl]acetic acid,182.24,2.38,62.6,2,0,3
F6245-4960,"1-{2-[3-(1-methyl-5-oxo-4-phenyl-4,5-dihydro-1H-1,2,4-triazol-3-yl)piperidin-1-yl]-2-oxoethyl}pyrrolidine-2,5-dione",397.43,0.64,93.6,5,0,5
F6782-8295,"2-[(4-methoxyphenyl)methyl]-1H,2H,7H,8H,9H,10H-pyrazino[1,2-b]indazol-1-one",309.37,2.39,47.36,3,0,3
F6782-8294,"2-[(3-methoxyphenyl)methyl]-1H,2H,7H,8H,9H,10H-pyrazino[1,2-b]indazol-1-one",309.37,2.39,47.36,3,0,3
F6790-0118,4-methyl-N-phenylpyrimidin-2-amine,185.23,2.98,37.81,3,1,2
F3325-0115,"3-(4-benzylpiperazin-1-yl)-1-(propan-2-yl)pyrrolidine-2,5-dione",315.41,3.48,43.86,4,2,4
F5658-0165,"N-(3-methylbutyl)-2-[(3-oxo-2,3-dihydro-1H-inden-5-yl)oxy]acetamide",275.34,2.68,55.4,3,1,6
F6359-0356,"1-(2-{[4-(pyridin-2-yloxy)piperidin-1-yl]sulfonyl}ethyl)piperidine-2,6-dione",381.45,1.24,105.26,6,1,6
F1929-2096,1-benzoylpiperazine hydrochloride,190.24,0.76,32.34,1,1,2
F6415-1241,"2-(2,5-dioxopyrrolidin-1-yl)-N-[(furan-3-yl)methyl]-N-[2-(thiophen-2-yl)ethyl]acetamide",346.4,1.81,99.07,4,0,8
F0346-1855,"2,3-dihydro-1,4-benzodioxine-6-carboxylic acid",180.16,1.93,55.76,4,0,1
F2257-0292,"N-(2-oxo-2,3-dihydro-1H-indol-5-yl)acetamide",190.2,-0.27,58.2,2,2,1
F3191-0224,4-(2-methoxyethoxy)benzoic acid,196.2,1.91,55.76,4,0,5
F6266-0370,"N-(3,4-dichlorophenyl)-3-oxa-8-azabicyclo[3.2.1]octane-8-carboxamide",301.17,2.84,41.57,2,1,2
F6441-3577,"N-(3,4-dichlorophenyl)-4-(2-methylpropanesulfonyl)piperidine-1-carboxamide",393.33,2.2,74.86,3,1,5
F5831-7582,"2-(2,6-dioxopiperidin-1-yl)-N-[(thiophen-3-yl)methyl]ethane-1-sulfonamide",316.4,0.83,120.17,4,1,6
F1371-0197,"1,1-dimethyl-1H,2H,3H,4H,9H-pyrido[3,4-b]indole-3-carboxylic acid",244.29,-0.17,65.12,2,2,1
F6440-2510,"N-[(1-methyl-4,5,6,7-tetrahydro-1H-indazol-3-yl)methyl]-4-(trifluoromethoxy)benzamide",353.34,3.37,56.15,3,1,4
F1243-0099,"4-bromo-N,N,3,5-tetramethyl-1H-pyrazole-1-sulfonamide",282.16,0.93,63.58,3,0,2
F6541-2777,N-cyclopropyl-2-(1H-indol-3-yl)acetamide,214.26,1.26,44.89,1,2,3
F5940-0534,"1-(2-{4-[(benzyloxy)methyl]piperidin-1-yl}-2-oxoethyl)pyrrolidine-2,5-dione",344.4,1.2,66.92,4,0,7
F6276-0549,"1-{2-[3-(1,3-benzothiazol-2-yloxy)azetidin-1-yl]-2-oxoethyl}pyrrolidine-2,5-dione",345.37,2.5,108.05,5,0,5
F0914-3327,N-methyl-1H-indole-2-carboxamide,174.2,1.45,44.89,1,2,1
F5614-0448,"1-(2-{4-[(1-methyl-1H-1,3-benzodiazol-2-yl)methyl]piperazin-1-yl}-2-oxoethyl)pyrrolidine-2,5-dione",369.42,1.03,78.75,4,1,5
F5792-0435,"1-{2-oxo-2-[4-(5-phenyl-6H-1,3,4-thiadiazin-2-yl)piperazin-1-yl]ethyl}pyrrolidine-2,5-dione hydrochloride",399.47,1.95,110.95,4,2,5
F3325-0107,"3-[4-(4-fluorophenyl)piperazin-1-yl]-1-(3-methoxypropyl)pyrrolidine-2,5-dione",349.4,3.1,53.09,4,2,6
F5854-2642,"2-(2,5-dioxopyrrolidin-1-yl)-N-[(furan-2-yl)methyl]-N-[2-(thiophen-2-yl)ethyl]acetamide",346.4,1.81,99.07,4,0,8
F0307-0311,2-[(3-methoxyphenyl)formamido]acetic acid,209.2,0.86,75.63,4,1,4
F1130-0072,2-[(4-methoxyphenyl)formamido]acetic acid,209.2,0.86,75.63,4,1,4
F2147-1049,"3-hydroxybenzene-1,2-dicarboxylic acid",182.13,1,94.83,5,1,2
F5033-0277,N-{[1-(2-methoxyethyl)piperidin-4-yl]methyl}-2-(4-methylphenoxy)acetamide,320.43,2.18,50.8,3,2,8
F3393-0004,"1-[3-(4-methylphenyl)-1,2,4-oxadiazol-5-yl]propan-2-one",216.24,1.38,55.99,4,0,3
F6265-0370,"N-(3,4-dichlorophenyl)-3-oxa-9-azabicyclo[3.3.1]nonane-9-carboxamide",315.2,3.39,41.57,2,1,2
F6525-0205,"3-(3-methoxyphenyl)-1-methyl-N-({2-methyl-2H,4H,5H,6H-cyclopenta[c]pyrazol-3-yl}methyl)-1H-pyrazole-5-carboxamide",365.43,2.06,73.97,4,1,5
F2111-0036,2-(phenylformamido)acetic acid,179.17,0.65,66.4,3,1,3
F3325-0124,"3-(4-benzylpiperazin-1-yl)-1-(prop-2-en-1-yl)pyrrolidine-2,5-dione",313.39,3.41,43.86,4,2,5
F6374-1528,"1-{2-[(4-{[(1-methyl-1H-imidazol-2-yl)sulfanyl]methyl}piperidin-1-yl)sulfonyl]ethyl}piperidine-2,6-dione",414.54,1.53,126.26,5,1,7
F3259-0267,"1,3-dimethyl-7-(2-phenylethyl)-2,3,6,7-tetrahydro-1H-purine-2,6-dione",284.31,2.06,58.44,3,1,3
F6401-0058,"N-benzyl-2-[2,6-dioxo-4-(thiophen-2-yl)piperidin-1-yl]acetamide",342.41,2.4,94.72,3,1,5
F1085-0016,"2-[(2,4-dichlorophenyl)formamido]acetic acid",248.06,1.52,66.4,3,1,3
F3316-0245,"N-[2-(4-chloro-3,5-dimethyl-1H-pyrazol-1-yl)ethyl]thiophene-2-carboxamide",283.78,2.87,75.16,2,1,4
F5032-0055,"1-benzyl-8-hydroxy-3,7-dimethyl-2,3,6,7-tetrahydro-1H-purine-2,6-dione",286.29,2.09,78.67,4,2,2
F2135-0535,"[5-(4-methoxyphenyl)-1,2-oxazol-3-yl]methanol",205.21,1.21,55.49,4,1,3
F8889-8011,ethyl 3-oxocyclohexane-1-carboxylate,170.21,1.01,43.37,3,0,3
F2130-0143,4-bromo-3-(4-fluorophenyl)-1H-pyrazole-5-carboxylic acid,285.07,2.79,65.98,4,2,2
F2609-0840,"1-{2-[4-(6-fluoro-1,3-benzothiazol-2-yl)piperazin-1-yl]-2-oxoethyl}pyrrolidine-2,5-dione",376.41,1.97,102.06,4,1,4
F0917-0657,2-[(4-fluorophenyl)sulfanyl]acetic acid,186.2,2.08,62.6,2,0,3
F5033-0182,2-(4-methylphenoxy)-N-{[1-(propan-2-yl)piperidin-4-yl]methyl}acetamide,304.43,2.84,41.57,2,2,6
F0327-0305,"4-(2,5-dioxopyrrolidin-1-yl)-N-(4,5,6,7-tetrahydro-1,3-benzothiazol-2-yl)benzamide",355.41,1.6,107.61,4,1,3
F2978-0030,"N-(4,5-dimethyl-1,3-thiazol-2-yl)-4-(2,5-dioxopyrrolidin-1-yl)benzamide",329.37,0.98,107.61,4,1,3
F6545-0067,1-(1-cyclopentanecarbonylpyrrolidin-3-yl)ethan-1-one,209.28,0.61,37.38,2,0,3
F1913-0574,methyl 2-(oxolan-3-yl)propanoate,158.2,0.31,35.53,3,0,3
F1929-1777,N-[2-(5-methoxy-1H-indol-3-yl)ethyl]acetamide,232.28,1.03,54.12,2,2,4
F5854-2345,"2-(2,5-dioxopyrrolidin-1-yl)-N-[(furan-2-yl)methyl]-N-[(thiophen-3-yl)methyl]acetamide",332.37,1.35,99.07,4,0,7
F3259-0257,"7-[(2-chlorophenyl)methyl]-1,3-dimethyl-2,3,6,7-tetrahydro-1H-purine-2,6-dione",304.73,2.19,58.44,3,1,2
F1345-0583,1-(piperidin-1-yl)-3-[2-(prop-2-en-1-yl)phenoxy]propan-2-ol; benzoic acid,275.39,3.61,32.7,2,2,7
F2135-1140,4-chloro-1-phenyl-3-(trifluoromethyl)-1H-pyrazol-5-ol,262.62,3.34,38.05,2,2,1
F6401-0070,"4-(thiophen-2-yl)-1-{[3-(trifluoromethyl)phenyl]methyl}piperidine-2,6-dione",353.36,3.62,65.62,2,0,3
F2609-2014,"1-{2-[4-(4-fluoro-1,3-benzothiazol-2-yl)piperazin-1-yl]-2-oxoethyl}pyrrolidine-2,5-dione",376.41,1.97,102.06,4,1,4
F3325-0080,"tert-butyl 4-[1-(4-methylphenyl)-2,5-dioxopyrrolidin-3-yl]piperazine-1-carboxylate",373.45,3.62,70.16,4,1,4
F6401-0077,"1-[2-(4-methoxyphenyl)-2-oxoethyl]-4-(thiophen-2-yl)piperidine-2,6-dione",343.4,2.88,91.92,4,0,5
F2148-2605,"2-(2H-1,3-benzodioxol-5-yl)-2-(morpholin-4-yl)ethan-1-amine",250.29,1.09,49.02,5,2,3
F6660-6276,"4-(3-phenyl-1,2,4-oxadiazol-5-yl)pyridine",223.23,2.29,51.81,4,1,2
F5729-1016,"1-(2-{4-[(2-methyl-1H-1,3-benzodiazol-1-yl)methyl]piperidin-1-yl}-2-oxoethyl)pyrrolidine-2,5-dione; oxalic acid",368.43,1.25,75.51,4,0,5
F1926-0026,"7-bromopyrido[2,3-b]pyrazine-6-carboxylic acid",254.04,0.8,75.97,5,1,1
F0396-0210,"N-{2-tert-butyl-2H,4H,6H-thieno[3,4-c]pyrazol-3-yl}-4-(2,5-dioxopyrrolidin-1-yl)benzamide",398.48,0.51,109.6,4,1,3
F2468-0237,"4-(2,5-dioxopyrrolidin-1-yl)-N-{4-[(methylsulfanyl)methyl]-1,3-thiazol-2-yl}benzamide",361.44,0.78,132.91,4,1,5
F6400-1510,"N-(3,4-dichlorophenyl)-3-[(morpholin-4-yl)methyl]-1,4-thiazepane-4-carboxamide",404.35,3.5,70.11,2,2,4
F6401-0076,"1-[2-(4-chlorophenyl)-2-oxoethyl]-4-(thiophen-2-yl)piperidine-2,6-dione",347.82,3.45,82.69,3,0,4
F3023-0420,"1-cyclohexyl-3-{[2-(3,4-dimethoxyphenyl)ethyl]amino}pyrrolidine-2,5-dione",360.45,3.81,67.87,4,1,7
F2135-1153,(quinolin-2-yl)methanamine,158.2,0.98,38.91,1,2,1
F5834-1577,"N-(1-cyclopropanecarbonyl-2,3-dihydro-1H-indol-6-yl)-2-(2,5-dioxopyrrolidin-1-yl)acetamide",341.36,0.42,86.79,4,1,5
F0908-3710,"3-[(4,6-dimethylpyrimidin-2-yl)amino]phenol",215.25,2.81,58.04,4,2,2
F0326-0654,"4-(2,5-dioxopyrrolidin-1-yl)-N-[5-(propan-2-yl)-1,3,4-thiadiazol-2-yl]benzamide",344.39,0.74,120.5,5,1,4
F5033-3623,"phenyl 4-{[2-(2,5-dioxopyrrolidin-1-yl)acetamido]methyl}piperidine-1-carboxylate",373.4,0.67,96.02,5,1,7
F6359-3472,"N-(3,4-dichlorophenyl)-4-(pyridazin-3-yloxy)piperidine-1-carboxamide",367.23,2.34,67.35,4,1,4
F0211-0006,5-chloro-2-hydroxybenzoic acid,172.57,3.03,57.53,3,1,1
F6381-4336,"1-(2-{[3-(4-fluorophenyl)azepan-1-yl]sulfonyl}ethyl)piperidine-2,6-dione",396.48,3.36,83.14,4,0,5
F3325-0010,"tert-butyl 4-[1-(2-methoxyphenyl)-2,5-dioxopyrrolidin-3-yl]piperazine-1-carboxylate",389.45,3.21,79.39,5,1,5
F0326-0620,"4-(2,5-dioxopyrrolidin-1-yl)-N-(5-ethyl-1,3,4-thiadiazol-2-yl)benzamide",330.36,0.34,120.5,5,1,4
F5939-1818,"1-(2-{4-[(6-fluoro-1,3-benzothiazol-2-yl)oxy]piperidin-1-yl}-2-oxoethyl)pyrrolidine-2,5-dione",391.42,1.81,108.05,5,0,5
F5831-7018,"2-(2,6-dioxopiperidin-1-yl)-N-({1-[(thiophen-2-yl)methyl]piperidin-4-yl}methyl)ethane-1-sulfonamide",413.55,1.65,123.41,4,2,8
F5729-1223,"1-(2-{4-[(5,6-dimethyl-1H-1,3-benzodiazol-1-yl)methyl]piperidin-1-yl}-2-oxoethyl)pyrrolidine-2,5-dione; oxalic acid",382.46,1.93,75.51,4,0,5
F3316-0301,"2-(4-bromo-3,5-dimethyl-1H-pyrazol-1-yl)-N-(4-methoxyphenyl)acetamide",338.2,2.79,56.15,3,1,4
F0901-0811,"3-[3-(4-methoxyphenyl)-1,2,4-oxadiazol-5-yl]propanoic acid",248.23,1.17,85.45,6,0,5
F5225-0161,N-[6-(ethylsulfanyl)pyridazin-3-yl]-2-fluorobenzamide,277.32,2.28,80.18,3,1,4
F3316-0240,"N-[2-(4-chloro-3,5-dimethyl-1H-pyrazol-1-yl)ethyl]-3,4-dimethylbenzene-1-sulfonamide",341.86,3.57,72.37,3,1,5
F6064-3285,"1-[2-oxo-2-(3-{3-[3-(trifluoromethyl)phenyl]-1,2,4-oxadiazol-5-yl}azetidin-1-yl)ethyl]pyrrolidine-2,5-dione",408.33,0.65,96.61,6,0,5
F3083-0114,"N-{4-[3-(4-bromo-3,5-dimethyl-1H-pyrazol-1-yl)-2-hydroxypropoxy]phenyl}acetamide",382.25,1.97,76.38,4,2,6
F6064-2776,"1-(2-{3-[3-(3-chlorophenyl)-1,2,4-oxadiazol-5-yl]azetidin-1-yl}-2-oxoethyl)pyrrolidine-2,5-dione",374.78,0.48,96.61,6,0,5
F5381-0001,"1-{2-[(4-phenylpiperazin-1-yl)sulfonyl]ethyl}piperidine-2,6-dione",365.45,2.12,86.38,5,1,5
F6374-5610,"1-(2-{[4-({[(furan-2-yl)methyl]sulfanyl}methyl)piperidin-1-yl]sulfonyl}ethyl)piperidine-2,6-dione",414.54,2.46,121.58,5,0,8
F3083-0108,"1-(4-bromo-3,5-dimethyl-1H-pyrazol-1-yl)-3-(2,3-dihydro-1H-inden-5-yloxy)propan-2-ol",365.26,3.8,47.28,3,1,5
F6469-1740,"2-(2,5-dioxopyrrolidin-1-yl)-N-(2-{imidazo[1,2-a]pyridin-2-yl}phenyl)acetamide",348.36,1.11,83.78,4,1,4
F6244-3126,"2-(2,6-dioxopiperidin-1-yl)-N-[4-(1,2,3,4-tetrahydroisoquinolin-2-yl)but-2-yn-1-yl]ethane-1-sulfonamide",403.5,2.38,95.17,4,2,7
F1913-9284,4-hydroxybutyl benzoate,194.23,1.71,46.53,3,1,6
F5493-0462,"1-(2-{3-[5-(2-fluorophenyl)-1,3,4-thiadiazol-2-yl]piperidin-1-yl}-2-oxoethyl)pyrrolidine-2,5-dione",402.44,1.16,111.71,5,0,5
F5939-1176,"1-(2-{4-[(4-chloro-1,3-benzothiazol-2-yl)oxy]piperidin-1-yl}-2-oxoethyl)pyrrolidine-2,5-dione",407.87,2.38,108.05,5,0,5
F3230-0004,"3-(4-bromo-3,5-dimethyl-1H-pyrazol-1-yl)-N-(4-methylphenyl)butanamide",350.25,3.76,46.92,2,1,4
F5823-0653,"N-(3,4-dichlorophenyl)-4-[(1H-pyrazol-1-yl)methyl]piperidine-1-carboxamide",353.25,3.12,50.16,2,1,4
F3230-0069,"3-(4-bromo-3,5-dimethyl-1H-pyrazol-1-yl)-N-(4-fluorophenyl)propanamide",340.19,3.35,46.92,2,1,4
F5860-4825,"1-[2-({4-[(3,5-dimethyl-1,2-oxazol-4-yl)methyl]piperazin-1-yl}sulfonyl)ethyl]piperidine-2,6-dione",398.48,0.83,112.41,7,1,6
F3230-0014,"N-(5-chloro-2-methoxyphenyl)-3-(4-chloro-3,5-dimethyl-1H-pyrazol-1-yl)propanamide",342.22,3.2,56.15,3,1,5
F6359-3074,"N-(3,4-dichlorophenyl)-4-(pyrazin-2-yloxy)piperidine-1-carboxamide",367.23,2.88,67.35,4,1,4
F3230-0073,"N-(3-acetylphenyl)-3-(4-bromo-3,5-dimethyl-1H-pyrazol-1-yl)propanamide",364.24,2.86,63.99,3,1,5
F3230-0020,"N-(5-chloro-2-methylphenyl)-3-(4-chloro-3,5-dimethyl-1H-pyrazol-1-yl)butanamide",340.25,3.93,46.92,2,1,4
F6359-0288,"N-(3,4-dichlorophenyl)-4-(pyridin-2-yloxy)piperidine-1-carboxamide",366.24,3.71,54.46,3,2,4
F5855-0774,"1-(2-{4-[2-(4-fluorophenyl)cyclopropanecarbonyl]piperazin-1-yl}-2-oxoethyl)pyrrolidine-2,5-dione",387.4,1.17,78,4,0,6
F3230-0010,"N-(5-chloro-2-methoxyphenyl)-3-(4-chloro-3,5-dimethyl-1H-pyrazol-1-yl)butanamide",356.25,3.51,56.15,3,1,5
F6245-0328,"N-(3,4-dichlorophenyl)-4-[5-(trifluoromethyl)-1,3,4-oxadiazol-2-yl]piperidine-1-carboxamide",409.19,2.34,71.26,4,1,3
F5381-0007,"1-(2-{[4-(2-fluorophenyl)piperazin-1-yl]sulfonyl}ethyl)piperidine-2,6-dione",383.44,2.43,86.38,5,1,5
F3316-0246,"3-bromo-N-[2-(4-chloro-3,5-dimethyl-1H-pyrazol-1-yl)ethyl]benzamide",356.65,3.64,46.92,2,1,4
F5831-9365,"2-(2,6-dioxopiperidin-1-yl)-N-[(4-phenyloxan-4-yl)methyl]ethane-1-sulfonamide",394.49,1.34,101.16,5,1,7
F6057-0486,"N-(3,4-dichlorophenyl)-4-[2-(1H-pyrazol-1-yl)ethyl]piperazine-1-carboxamide",368.26,3.14,53.4,2,2,5
F6782-3511,4-(4-tert-butylphenyl)-4-oxobutanoic acid,234.3,3.08,54.37,3,0,4
F2167-9989,"2-methyl-1H,2H,3H,4H,9H-pyrido[3,4-b]indole-1-carboxylic acid",230.26,-0.33,56.33,2,2,1
F5831-6629,"N-[(1-benzylpiperidin-4-yl)methyl]-2-(2,6-dioxopiperidin-1-yl)ethane-1-sulfonamide",407.53,2,95.17,4,2,8
F5381-0021,"1-(2-{[4-(3-methylphenyl)piperazin-1-yl]sulfonyl}ethyl)piperidine-2,6-dione",379.47,2.62,86.38,5,1,5
F5577-0281,"ethyl 6-fluoro-1-methyl-4-oxo-7-(piperidin-1-yl)-1,4-dihydroquinoline-3-carboxylate",332.38,2.1,49.85,5,2,4
F5381-0024,"1-(2-{[4-(2,5-dimethylphenyl)piperazin-1-yl]sulfonyl}ethyl)piperidine-2,6-dione",393.5,3.12,86.38,5,1,5
F9994-6554,ethyl 3-oxocyclopentane-1-carboxylate,156.18,0.45,43.37,3,0,3
F2163-0132,"(1S,3R)-3-(methoxycarbonyl)cyclohexane-1-carboxylic acid",186.21,1.2,63.6,4,0,3
F2167-1144,tert-butyl 3-hydroxy-8-azabicyclo[3.2.1]octane-8-carboxylate,227.3,1.1,49.77,3,1,2
F2167-9988,"1H,2H,3H,4H,9H-pyrido[3,4-b]indole-1-carboxylic acid",216.24,-1.2,65.12,2,2,1
F6359-1880,"4-[(3-cyanopyridin-2-yl)oxy]-N-(3,4-dichlorophenyl)piperidine-1-carboxamide",391.25,3.28,78.25,4,2,4
F1913-8005,2-{[(benzyloxy)carbonyl]amino}-4-fluorobutanoic acid,255.25,1.42,75.63,4,1,7
F0722-8675,"7-methoxy-1-methyl-9H-pyrido[3,4-b]indole",212.25,3.13,37.91,2,2,1
F2733-0046,"4-(2,5-dioxopyrrolidin-1-yl)-N-{thieno[2,3-d]pyrimidin-4-yl}benzamide",352.37,0.67,120.5,5,1,3
F2158-2187,(5-hydroxy-4-oxo-4H-pyran-2-yl)methyl acetate,184.15,-0.53,72.83,5,1,3
F5381-0010,"1-(2-{[4-(2-methoxyphenyl)piperazin-1-yl]sulfonyl}ethyl)piperidine-2,6-dione",395.47,2.14,95.61,6,1,6
F5381-0005,"1-(2-{[4-(2-chlorophenyl)piperazin-1-yl]sulfonyl}ethyl)piperidine-2,6-dione",399.89,3,86.38,5,1,5
F5381-0015,"1-(2-{[4-(4-acetylphenyl)piperazin-1-yl]sulfonyl}ethyl)piperidine-2,6-dione",407.48,1.87,103.45,6,1,6
F6356-0566,"2-(2,5-dioxopyrrolidin-1-yl)-N-[1-(furan-3-yl)propan-2-yl]acetamide",264.28,0.34,79.62,4,1,5
F3259-0262,"1,3-dimethyl-7-pentyl-2,3,6,7-tetrahydro-1H-purine-2,6-dione",250.3,2.08,58.44,3,1,4
F6037-0311,"1-(2-{[3-(1H-1,3-benzodiazol-2-yl)azetidin-1-yl]sulfonyl}ethyl)piperidine-2,6-dione",376.43,0.73,111.82,6,2,5
F5461-1211,"1-(4-{4-[(4-cyclopropyl-1,3-thiazol-2-yl)methyl]piperazine-1-carbonyl}phenyl)pyrrolidine-2,5-dione",424.52,0.67,102.06,4,1,6
F6057-0607,"N-(3,4-dichlorophenyl)-4-[2-(3,5-dimethyl-1H-pyrazol-1-yl)ethyl]piperazine-1-carboxamide",396.31,3.77,53.4,2,2,5
F5592-0043,"1-[2-({4-[5-(5-methyl-1,2,4-oxadiazol-3-yl)pyridin-2-yl]piperazin-1-yl}sulfonyl)ethyl]piperidine-2,6-dione",448.5,1.03,138.19,8,2,6
F5381-0017,"1-(2-{[4-(2-phenylethyl)piperazin-1-yl]sulfonyl}ethyl)piperidine-2,6-dione",393.5,2.66,86.38,5,1,7
F5825-0161,"1-(2-{[4-(1-methyl-1H-1,3-benzodiazol-2-yl)piperazin-1-yl]sulfonyl}ethyl)piperidine-2,6-dione",419.5,2.11,104.2,5,1,5
F1903-9727,"N1-methyl-N4-phenylbenzene-1,4-diamine dihydrochloride",198.26,3.12,24.06,2,2,3
F6439-1216,"2-(2,5-dioxopyrrolidin-1-yl)-N-{2-[3-(trifluoromethyl)-4,5,6,7-tetrahydro-1H-indazol-1-yl]ethyl}acetamide",372.34,1.49,84.3,4,1,5
F1916-0149,"1,4-diethyl benzene-1,4-dicarboxylate",222.24,3.14,38.7,4,0,6
F2158-1561,1-acetylazepan-4-one,155.19,-1.13,37.38,2,0,1
F3350-0613,"4-(2,5-dioxopyrrolidin-1-yl)-N-(4-methylpyridin-2-yl)benzene-1-sulfonamide",345.37,0.38,104.82,5,2,4
F3316-0237,"N-[2-(4-chloro-3,5-dimethyl-1H-pyrazol-1-yl)ethyl]benzenesulfonamide",313.8,2.62,72.37,3,1,5
F6439-3514,"N-{2-[5-cyclopropyl-3-(trifluoromethyl)-1H-pyrazol-1-yl]ethyl}-2-(2,5-dioxopyrrolidin-1-yl)acetamide",358.32,1.09,84.3,4,1,6
F1468-0051,"7-[(azepan-1-yl)methyl]-1,3-dimethyl-2,3,6,7-tetrahydro-1H-purine-2,6-dione",291.35,1.73,61.68,3,2,2
F1468-0053,"1,3-dimethyl-7-[(2-methylpiperidin-1-yl)methyl]-2,3,6,7-tetrahydro-1H-purine-2,6-dione",291.35,1.57,61.68,3,2,2
F5381-0026,"1-(2-{[4-(5-chloro-2-methylphenyl)piperazin-1-yl]sulfonyl}ethyl)piperidine-2,6-dione",413.92,3.5,86.38,5,1,5
F6415-0386,"1-(3,4-dichlorophenyl)-3-[(furan-3-yl)methyl]-3-(2-methoxyethyl)urea",343.21,3.67,54.71,3,1,7
F0745-1002,2-[(thiophen-2-yl)formamido]acetic acid,185.2,0.49,66.4,3,1,3
F5832-4178,"N-[2-(dimethylamino)-2-(thiophen-2-yl)ethyl]-2-(2,5-dioxopyrrolidin-1-yl)acetamide",309.38,0.68,97.96,3,2,6
F5940-1920,"1-[2-({4-[(benzyloxy)methyl]piperidin-1-yl}sulfonyl)ethyl]piperidine-2,6-dione",408.51,2.2,92.37,5,0,8
F3259-0266,"1,3-dimethyl-7-[(4-methylphenyl)methyl]-2,3,6,7-tetrahydro-1H-purine-2,6-dione",284.31,1.98,58.44,3,1,2
F3316-0238,"N-[2-(4-chloro-3,5-dimethyl-1H-pyrazol-1-yl)ethyl]-4-methylbenzene-1-sulfonamide",327.83,3.12,72.37,3,1,5
F1468-0150,"1,3-dimethyl-7-[(3-methylpiperidin-1-yl)methyl]-2,3,6,7-tetrahydro-1H-purine-2,6-dione",291.35,1.57,61.68,3,2,2
F9994-0533,1-(2-hydroxy-3-methoxyphenyl)ethan-1-one,166.17,1.74,46.53,3,1,2
F6374-1842,"1-{2-[(4-{[(4-methoxyphenyl)sulfanyl]methyl}piperidin-1-yl)sulfonyl]ethyl}piperidine-2,6-dione",440.58,3.05,117.67,5,0,8
F2185-0118,"3-[3-(thiophen-2-yl)-1,2,4-oxadiazol-5-yl]propan-1-amine hydrochloride",209.27,1.16,93.18,3,1,4
F5381-0016,"1-[2-({4-[(2H-1,3-benzodioxol-5-yl)methyl]piperazin-1-yl}sulfonyl)ethyl]piperidine-2,6-dione",423.48,2.37,104.84,7,1,6
F2145-0662,"6-(3-methyl-1,2,4-oxadiazol-5-yl)quinoxaline",212.21,1,64.7,5,0,1
F3259-0258,"7-benzyl-1,3-dimethyl-2,3,6,7-tetrahydro-1H-purine-2,6-dione",270.29,1.48,58.44,3,1,2
F5833-7898,"2-(2,5-dioxopyrrolidin-1-yl)-N-[1-(propane-1-sulfonyl)-1,2,3,4-tetrahydroquinolin-6-yl]acetamide",393.46,1.21,112.24,6,1,6
F2185-0119,"3-[3-(furan-2-yl)-1,2,4-oxadiazol-5-yl]propan-1-amine hydrochloride",193.2,0.42,78.08,4,1,4
F5381-0025,"1-(2-{[4-(2,3-dichlorophenyl)piperazin-1-yl]sulfonyl}ethyl)piperidine-2,6-dione",434.34,3.65,86.38,5,1,5
F6452-1112,"N-[2-(3-chlorophenyl)-2-methoxypropyl]-2-(2,5-dioxopyrrolidin-1-yl)acetamide",338.79,1.96,75.71,4,1,6
